Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1,Nicolás Acevedo,uy URU,MF,Bahia,23,1999,21.9,1029,1237,83.2,17288,5431,492,543,90.6,424,499,85,82,118,69.5,0,1.2,1.8,-1.2,16,106,11,2,112,Matches
2,Luiz Adriano,br BRA,FW,Internacional,35,1987,14.8,208,253,82.2,2628,429,128,147,87.1,58,66,87.9,6,8,75,1,1.3,1.6,-0.3,12,15,3,0,23,Matches
3,Adriel,br BRA,GK,Grêmio,22,2001,2,28,63,44.4,1101,947,3,3,100,10,10,100,15,50,30,0,0,0,0,0,1,0,0,0,Matches
4,Adryelson,br BRA,DF,Botafogo (RJ),24,1998,33.3,1303,1523,85.6,25681,9401,416,468,88.9,728,819,88.9,148,211,70.1,1,0.3,0.5,0.7,2,33,1,0,56,Matches
5,Adson,br BRA,"FW,MF",Corinthians,22,2000,9.5,315,389,81,4735,1211,185,209,88.5,94,123,76.4,21,32,65.6,1,1,1.4,0,15,32,13,1,53,Matches
6,Adyson,br BRA,"FW,MF",América (MG),17,2005,2.7,97,140,69.3,1609,650,48,56,85.7,37,51,72.5,8,20,40,0,0.4,0.7,-0.4,10,8,13,4,17,Matches
7,Washington Aguerre,uy URU,GK,América (MG),29,1993,2,31,41,75.6,816,564,7,7,100,12,12,100,11,21,52.4,0,0,0,0,0,0,0,0,0,Matches
8,Carlos Alberto,br BRA,"FW,MF",Botafogo (RJ),20,2002,3.3,63,75,84,947,216,33,36,91.7,24,29,82.8,4,5,80,0,0.2,0.8,-0.2,2,2,4,1,9,Matches
9,Yuri Alberto,br BRA,FW,Corinthians,21,2001,30.2,417,581,71.8,5451,801,260,327,79.5,119,158,75.3,12,21,57.1,3,2.7,1.5,0.3,22,20,6,0,28,Matches
10,Ale,br BRA,MF,América (MG),32,1990,15.8,770,878,87.7,12931,4158,361,405,89.1,326,356,91.6,61,70,87.1,0,1.4,0.8,-1.4,16,88,8,3,110,Matches
11,Alexandre Alemão,br BRA,FW,Internacional,24,1998,3.8,56,73,76.7,770,173,34,43,79.1,13,18,72.2,5,5,100,0,0.1,0.2,-0.1,4,4,2,0,7,Matches
12,Alerrandro,br BRA,"FW,MF",Bragantino,23,2000,4.5,55,70,78.6,779,133,32,39,82.1,16,17,94.1,4,6,66.7,0,0.2,0.1,-0.2,2,3,0,0,9,Matches
13,Alesson,br BRA,"FW,MF",Goiás,23,1999,7.3,130,214,60.7,1963,447,81,110,73.6,41,64,64.1,8,14,57.1,1,0.5,0.5,0.5,10,9,7,5,9,Matches
14,Alex,br BRA,DF,Santos,23,1999,5.1,221,244,90.6,4297,1223,56,62,90.3,151,157,96.2,13,21,61.9,0,0.4,0,-0.4,2,5,0,0,7,Matches
15,Caio Alexandre,br BRA,MF,Fortaleza,23,1999,29.2,1574,1804,87.3,28901,7697,634,687,92.3,743,803,92.5,165,237,69.6,2,2.8,2.5,-0.8,29,188,33,4,208,Matches
16,Matheus Alexandre,br BRA,DF,Cuiabá,23,1999,33.1,1213,1543,78.6,19647,8073,585,649,90.1,530,674,78.6,77,137,56.2,0,1.2,1.7,-1.2,13,107,16,10,109,Matches
17,Alexsander,br BRA,"MF,DF",Fluminense,19,2003,13.3,613,734,83.5,8456,2185,378,418,90.4,187,219,85.4,19,33,57.6,1,1.4,1.5,-0.4,20,46,14,5,53,Matches
18,Alison,br BRA,MF,Santos,29,1993,1.5,51,63,81,670,180,31,36,86.1,12,15,80,3,5,60,0,0,0,0,0,3,1,0,1,Matches
19,Alisson,br BRA,"MF,DF",Atlético Mineiro,17,2005,0.5,21,31,67.7,388,105,9,13,69.2,8,10,80,3,4,75,0,0.2,0.4,-0.2,2,1,4,2,3,Matches
20,Alisson,br BRA,"MF,FW",São Paulo,29,1993,23.9,1115,1319,84.5,18459,4363,546,603,90.5,454,509,89.2,86,135,63.7,5,2.7,3.6,2.3,28,117,22,7,144,Matches
21,Allan,br BRA,MF,Flamengo,25,1997,5.4,367,425,86.4,6119,1699,179,197,90.9,147,167,88,31,44,70.5,0,0.1,0.7,-0.1,6,63,10,1,36,Matches
22,Allano,br BRA,FW,Goiás,27,1995,13.7,307,421,72.9,4740,1557,156,183,85.2,119,152,78.3,20,39,51.3,0,0.8,1,-0.8,12,40,13,2,55,Matches
23,Henrique Almeida,br BRA,FW,América (MG),31,1991,1.7,24,29,82.8,305,49,15,17,88.2,4,5,80,2,2,100,0,0.3,0.3,-0.3,3,1,0,0,3,Matches
24,Rodrigo Alves,br BRA,MF,Vasco da Gama,20,2002,3.9,83,107,77.6,1610,411,27,38,71.1,47,53,88.7,8,11,72.7,0,0,0,0,1,7,1,0,4,Matches
25,Anderson,br BRA,GK,Cruzeiro,24,1998,1,14,18,77.8,377,269,4,4,100,7,8,87.5,3,6,50,0,0,0,0,0,2,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Anderson,br BRA,"FW,MF",Goiás,24,1998,14.3,360,484,74.4,5167,1207,207,240,86.3,120,149,80.5,16,38,42.1,2,1.3,1.7,0.7,16,23,15,3,39,Matches
27,André,br BRA,DF,Bahia,19,2003,1.4,63,79,79.7,998,257,37,43,86,18,23,78.3,6,9,66.7,0,0,0.1,0,1,5,1,1,4,Matches
28,André,br BRA,"MF,DF",Fluminense,21,2001,29.4,2355,2491,94.5,39502,11187,1150,1192,96.5,997,1026,97.2,166,206,80.6,0,0.6,1.2,-0.6,19,223,9,0,184,Matches
29,Maurício Antônio,br BRA,DF,Coritiba,30,1992,2,77,95,81.1,1671,651,24,28,85.7,35,38,92.1,16,25,64,0,0,0,0,1,4,0,0,4,Matches
30,Apodi,br BRA,"FW,MF",Goiás,36,1986,4.2,35,58,60.3,449,154,26,31,83.9,9,22,40.9,0,1,0,0,0.2,0.1,-0.2,1,2,0,0,4,Matches
31,Guilherme Arana,br BRA,DF,Atlético Mineiro,25,1997,26.5,1361,1706,79.8,21177,8117,782,853,91.7,473,576,82.1,82,173,47.4,0,1.1,1.8,-1.1,24,101,31,11,133,Matches
32,Charles Aránguiz,cl CHI,MF,Internacional,33,1989,14.1,823,953,86.4,12697,3495,440,497,88.5,321,353,90.9,37,49,75.5,1,1.3,1.1,-0.3,8,85,7,1,89,Matches
33,João Araújo,br BRA,MF,Grêmio,17,2005,0.1,5,5,100,60,13,4,4,100,1,1,100,0,0,,0,0,0,0,0,1,0,0,0,Matches
34,Luiz Araújo,br BRA,"FW,MF",Flamengo,26,1996,8.7,291,388,75,5210,1323,139,160,86.9,108,139,77.7,36,59,61,1,0.7,1.6,0.3,12,20,14,4,44,Matches
35,Matheus Araújo,br BRA,"MF,FW",Corinthians,20,2002,6.5,272,325,83.7,4149,845,155,173,89.6,85,100,85,18,25,72,2,0.8,1,1.2,13,26,5,2,30,Matches
36,Michel Araujo,uy URU,"FW,MF",São Paulo,26,1996,19.6,805,981,82.1,11969,3182,460,505,91.1,268,309,86.7,44,88,50,1,2.4,2,-1.4,29,67,26,6,91,Matches
37,Robert Arboleda,ec ECU,DF,São Paulo,31,1991,19.1,1105,1241,89,21240,8090,362,384,94.3,637,677,94.1,96,155,61.9,0,0.3,0.1,-0.3,2,32,1,0,42,Matches
38,Jhon Arias,co COL,"FW,MF",Fluminense,25,1997,26.5,1233,1561,79,16007,4027,842,917,91.8,282,351,80.3,51,149,34.2,7,4.7,4.4,2.3,57,70,43,15,108,Matches
39,Luciano Arriagada,cl CHI,"FW,MF",Ath Paranaense,20,2002,2.1,39,51,76.5,479,89,24,29,82.8,9,12,75,1,1,100,0,0.6,0.1,-0.6,2,0,1,1,2,Matches
40,Arthur,br BRA,"FW,MF",Cruzeiro,24,1998,15,323,431,74.9,5014,1022,181,223,81.2,107,132,81.1,25,40,62.5,1,1.3,2.2,-0.3,11,13,13,1,38,Matches
41,Arthur,br BRA,DF,América (MG),19,2003,1,38,55,69.1,615,284,20,22,90.9,17,22,77.3,1,9,11.1,0,0,0,0,1,2,0,0,7,Matches
42,Arthur,br BRA,"DF,FW",Fluminense,18,2004,0.2,16,19,84.2,266,104,10,10,100,5,6,83.3,1,2,50,0,0.5,0.2,-0.5,4,2,1,1,1,Matches
43,Artur,br BRA,FW,Palmeiras,24,1998,21.1,604,820,73.7,9910,2326,301,352,85.5,241,311,77.5,47,97,48.5,2,3.4,4.1,-1.4,45,46,27,10,81,Matches
44,Eduard Atuesta,co COL,MF,Palmeiras,25,1997,0.1,2,2,100,23,16,2,2,100,0,0,,0,0,,0,0,0,0,0,1,0,0,1,Matches
45,Felipe Augusto,br BRA,"FW,MF",Corinthians,18,2004,3.6,35,56,62.5,438,41,24,31,77.4,7,17,41.2,1,1,100,0,0,0.1,0,1,2,0,0,3,Matches
46,Filipe Augusto,br BRA,MF,Cuiabá,29,1993,11.8,696,799,87.1,12971,3575,259,288,89.9,351,378,92.9,73,103,70.9,0,0.9,1.3,-0.9,13,68,4,3,78,Matches
47,Renato Augusto,br BRA,MF,Corinthians,34,1988,14.2,618,757,81.6,10447,3025,313,343,91.3,220,251,87.6,64,117,54.7,4,2.1,2.5,1.9,44,73,20,4,98,Matches
48,Danilo Avelar,br BRA,DF,América (MG),33,1989,22,613,890,68.9,11632,6518,228,272,83.8,308,408,75.5,67,166,40.4,1,0.7,0.7,0.3,12,59,11,7,81,Matches
49,Felipe Azevedo,br BRA,"FW,MF",América (MG),36,1987,19.4,325,497,65.4,4894,1573,182,243,74.9,89,135,65.9,28,54,51.9,1,2,1,-1,29,34,17,3,52,Matches
50,Matheus Babi,br BRA,FW,Goiás,25,1997,9.8,124,177,70.1,1770,312,75,95,78.9,31,48,64.6,8,11,72.7,0,0.3,0.2,-0.3,6,5,3,0,12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Matheus Bahia,br BRA,"DF,MF",Bahia,23,1999,5.5,187,269,69.5,2905,1137,103,125,82.4,57,77,74,18,38,47.4,0,0.4,0.3,-0.4,7,14,4,3,12,Matches
52,Fabián Balbuena,py PAR,DF,Corinthians,31,1991,1,48,60,80,908,356,16,17,94.1,27,31,87.1,4,11,36.4,0,0,0,0,0,1,0,0,2,Matches
53,Robson Bambu,br BRA,DF,Vasco da Gama,25,1997,14.2,567,696,81.5,10840,4032,201,223,90.1,306,339,90.3,56,108,51.9,0,0.1,0.2,-0.1,3,29,3,1,33,Matches
54,Gabriel Baralhas,br BRA,MF,Internacional,24,1998,2.6,118,143,82.5,1881,527,55,65,84.6,55,59,93.2,4,10,40,0,0.1,0.1,-0.1,1,10,0,0,13,Matches
55,Danilo Barbosa,br BRA,"MF,DF",Botafogo (RJ),26,1996,11.2,381,480,79.4,6831,2682,156,190,82.1,178,207,86,36,54,66.7,0,0.1,0.3,-0.1,3,57,3,0,54,Matches
56,Diogo Barbosa,br BRA,DF,Fluminense,30,1992,12.4,620,721,86,8293,2415,405,434,93.3,177,211,83.9,18,29,62.1,2,1.3,0.9,0.7,14,53,14,6,51,Matches
57,Diogo Barbosa,br BRA,DF,Grêmio,30,1992,4.3,156,210,74.3,2015,975,101,117,86.3,47,68,69.1,3,10,30,0,0.2,0.2,-0.2,3,10,4,1,17,Matches
58,Gabriel Barbosa,br BRA,FW,Flamengo,26,1996,17.1,428,534,80.1,6734,1438,244,272,89.7,136,161,84.5,34,58,58.6,1,1.6,1.1,-0.6,22,46,22,0,79,Matches
59,Lucas Barbosa,br BRA,"FW,MF",Santos,21,2001,1.1,16,40,40,213,66,10,16,62.5,3,11,27.3,1,7,14.3,0,0,0,0,1,0,0,0,0,Matches
60,Lucas Barbosa,br BRA,"MF,FW",Coritiba,21,2001,1.1,34,46,73.9,606,148,15,19,78.9,14,19,73.7,4,5,80,0,0.2,0.2,-0.2,2,3,3,1,4,Matches
61,Chrystian Barletta,br BRA,MF,Corinthians,21,2001,1.4,,,,,,,,,,,,,,,0,,,,,,,,,Matches
62,Cauan Barros,br BRA,MF,Vasco da Gama,18,2004,2.6,72,83,86.7,1306,280,24,30,80,40,41,97.6,6,8,75,0,0.1,0.1,-0.1,2,10,1,1,7,Matches
63,Gabriel Barros,br BRA,"FW,MF",Internacional,21,2001,2,68,78,87.2,920,189,44,48,91.7,19,21,90.5,2,2,100,1,0.5,0.3,0.5,4,3,0,0,4,Matches
64,Bastos,ao ANG,DF,Botafogo (RJ),31,1991,1.3,62,71,87.3,1224,347,23,26,88.5,30,32,93.8,9,12,75,0,0,0,0,0,8,0,0,4,Matches
65,Fellipe Bastos,br BRA,MF,Goiás,32,1990,0.4,12,14,85.7,225,74,5,5,100,3,5,60,3,3,100,0,0,0.3,0,0,0,1,1,1,Matches
66,Diogo Batista,br BRA,"DF,MF",Coritiba,19,2003,5.9,201,277,72.6,3688,1499,91,104,87.5,81,113,71.7,26,48,54.2,1,0.6,0.5,0.4,9,23,4,1,21,Matches
67,Rodrigo Battaglia,ar ARG,MF,Atlético Mineiro,31,1991,19.2,853,976,87.4,13841,3187,400,445,89.9,382,414,92.3,47,66,71.2,1,0.4,1.4,0.6,8,92,6,0,80,Matches
68,José Luis Rodríguez Bebanz,uy URU,DF,Vasco da Gama,25,1997,22.2,801,1199,66.8,14358,6221,368,439,83.8,348,479,72.7,76,215,35.3,1,2.2,2.8,-1.2,29,70,36,20,99,Matches
69,Matheus Belém,br BRA,DF,São Paulo,19,2003,1.9,73,89,82,1413,281,19,23,82.6,53,57,93,1,7,14.3,0,0,0,0,0,4,0,0,5,Matches
70,Lucas Belezi,br BRA,DF,Ath Paranaense,19,2003,0.5,15,20,75,234,93,10,11,90.9,4,4,100,1,5,20,0,0,0,0,0,3,0,0,0,Matches
71,Ramiro Benetti,br BRA,MF,Cruzeiro,29,1993,4.5,211,250,84.4,3126,1004,125,138,90.6,72,85,84.7,10,14,71.4,1,0.6,0.9,0.4,5,27,6,2,26,Matches
72,Martín Benítez,ar ARG,"MF,FW",América (MG),28,1994,12.4,386,561,68.8,7015,2676,178,222,80.2,129,181,71.3,62,117,53,4,4,3.5,0,29,59,16,5,77,Matches
73,Bento,br BRA,GK,Ath Paranaense,23,1999,33,580,886,65.5,16226,11267,114,114,100,283,292,96.9,180,469,38.4,1,0.3,0.3,0.7,2,10,0,0,0,Matches
74,Lucas Beraldo,br BRA,DF,São Paulo,19,2003,24,1503,1695,88.7,28805,9828,504,537,93.9,826,886,93.2,157,239,65.7,0,0.6,0.9,-0.6,8,132,6,1,129,Matches
75,Lucas Besozzi,ar ARG,"FW,MF",Grêmio,20,2003,4.4,149,195,76.4,1753,453,111,126,88.1,27,36,75,3,10,30,1,0.4,0.5,0.6,6,11,5,0,23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
76,Matheus Bianqui,br BRA,MF,Coritiba,25,1998,15.8,329,466,70.6,5697,1563,156,208,75,138,173,79.8,27,49,55.1,1,1.3,0.5,-0.3,8,35,3,2,41,Matches
77,Raul Bicalho,br BRA,DF,Bahia,23,1999,3.6,165,197,83.8,3243,1279,53,60,88.3,89,100,89,19,32,59.4,0,0,0,0,0,20,0,0,19,Matches
78,Matheus Bidu,br BRA,DF,Corinthians,23,1999,18.4,897,1129,79.5,14172,4790,500,537,93.1,312,386,80.8,63,146,43.2,0,1.4,1.5,-1.4,26,73,17,11,88,Matches
79,Biel,br BRA,"FW,MF",Bahia,21,2001,15.1,292,404,72.3,4707,1633,167,198,84.3,93,124,75,27,58,46.6,1,4.4,4,-3.4,40,32,26,5,57,Matches
80,Rafael Bilu,br BRA,FW,Cruzeiro,23,1999,1,29,36,80.6,443,74,21,21,100,5,7,71.4,3,5,60,0,0.8,0.6,-0.8,1,1,1,0,2,Matches
81,Guilherme Biro,br BRA,"FW,MF",Corinthians,18,2004,6.4,172,213,80.8,2277,560,104,118,88.1,49,60,81.7,5,10,50,0,0.5,0.5,-0.5,6,9,5,1,18,Matches
82,Bitelo,br BRA,"MF,FW",Grêmio,23,2000,17.2,660,819,80.6,9048,2888,406,462,87.9,177,217,81.6,33,57,57.9,1,3.8,3.6,-2.8,38,67,28,5,92,Matches
83,Paulinho Bóia,br BRA,FW,América (MG),24,1998,1.5,39,50,78,595,152,22,26,84.6,15,20,75,2,3,66.7,0,0.3,0.2,-0.3,5,1,2,2,1,Matches
84,Thiago Borbas,uy URU,FW,Bragantino,20,2002,15.9,233,353,66,2738,534,159,205,77.6,47,77,61,5,16,31.3,2,1.1,1.4,0.9,17,11,14,1,25,Matches
85,Ângelo Borges,br BRA,"FW,MF",Santos,18,2004,6,122,172,70.9,1855,659,70,89,78.7,42,56,75,7,10,70,0,1,1.1,-1,9,14,8,2,25,Matches
86,Daniel Borges,br BRA,DF,América (MG),29,1993,8.9,381,494,77.1,6686,2767,177,196,90.3,159,197,80.7,39,86,45.3,1,1.5,1.8,-0.5,9,35,15,10,45,Matches
87,Daniel Borges,br BRA,DF,Botafogo (RJ),29,1993,0.5,10,14,71.4,162,55,5,5,100,5,6,83.3,0,3,0,0,0,0,0,0,0,0,0,0,Matches
88,Marllon Borges,br BRA,DF,Cuiabá,30,1992,36,1265,1464,86.4,25475,10301,374,423,88.4,720,778,92.5,157,226,69.5,1,0.7,0.2,0.3,4,61,1,0,88,Matches
89,Pedro Borges,br BRA,"MF,FW",Fortaleza,25,1997,6.3,220,259,84.9,3779,927,105,121,86.8,90,99,90.9,21,27,77.8,0,0.6,0.3,-0.6,3,18,2,0,19,Matches
90,Gabriel Boschilia,br BRA,"MF,FW",Coritiba,26,1996,3.8,145,182,79.7,2156,634,91,96,94.8,43,53,81.1,9,26,34.6,1,0.8,0.6,0.2,5,25,2,1,18,Matches
91,Lucas Braga,br BRA,"DF,FW",Santos,26,1996,22.1,518,663,78.1,7316,2783,297,333,89.2,194,244,79.5,11,40,27.5,0,0.7,0.6,-0.7,15,32,9,2,55,Matches
92,David Braz,br BRA,DF,Fluminense,35,1987,9.6,558,651,85.7,9176,3612,279,295,94.6,229,255,89.8,38,78,48.7,0,0.1,0.1,-0.1,3,28,1,0,31,Matches
93,Brenno,br BRA,GK,Grêmio,23,1999,1,17,19,89.5,356,200,6,6,100,8,8,100,3,5,60,0,0,0,0,0,0,0,0,0,Matches
94,Breno,br BRA,MF,Botafogo (RJ),22,2000,0.1,4,6,66.7,38,19,4,5,80,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,Matches
95,Breno,br BRA,FW,Palmeiras,27,1996,15.2,266,355,74.9,4124,723,133,161,82.6,100,121,82.6,19,35,54.3,3,1.1,1.2,1.9,8,22,10,1,37,Matches
96,Emanuel Brítez,ar ARG,DF,Fortaleza,30,1992,30.7,1105,1350,81.9,19693,8075,438,491,89.2,554,622,89.1,89,192,46.4,1,0.6,0.7,0.4,13,89,10,4,86,Matches
97,Bruninho,br BRA,"FW,MF",Bragantino,19,2003,7.9,240,302,79.5,3691,945,138,155,89,74,93,79.6,18,29,62.1,1,0.6,0.8,0.4,16,24,10,2,36,Matches
98,Fabrício Bruno,br BRA,DF,Flamengo,26,1996,34,2017,2264,89.1,39568,15390,684,737,92.8,1101,1188,92.7,222,308,72.1,1,0.5,1,0.5,6,195,6,3,199,Matches
99,Vitor Bueno,br BRA,"MF,FW",Ath Paranaense,28,1994,23.1,769,1042,73.8,13538,4587,375,440,85.2,273,345,79.1,102,196,52,5,6.9,7,-1.9,81,95,62,12,149,Matches
100,Esteban Burgos,ar ARG,DF,América (MG),31,1992,3.3,67,89,75.3,1505,685,12,16,75,40,48,83.3,13,23,56.5,0,0,0,0,0,8,0,0,7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
101,Fabricio Bustos,ar ARG,DF,Internacional,26,1996,27.8,1353,1721,78.6,21219,7162,718,812,88.4,523,657,79.6,84,150,56,3,2.9,2.9,0.1,23,83,24,11,103,Matches
102,Rafael Cabral,br BRA,GK,Cruzeiro,32,1990,37,960,1221,78.6,26296,17570,145,145,100,498,500,99.6,313,570,54.9,0,0,0,0,1,12,0,0,0,Matches
103,Cacá,br BRA,DF,Ath Paranaense,23,1999,18.8,612,752,81.4,12435,4277,180,200,90,343,383,89.6,81,144,56.3,0,0.3,0.6,-0.3,5,35,3,1,39,Matches
104,Cadu,br BRA,DF,Santos,20,2002,0.2,8,11,72.7,102,38,7,8,87.5,0,1,0,1,2,50,0,0,0,0,0,0,0,0,1,Matches
105,Caetano,br BRA,DF,Corinthians,23,1999,13.4,721,798,90.4,15477,5012,191,200,95.5,419,449,93.3,110,145,75.9,0,0,0.1,0,1,38,0,0,35,Matches
106,Jonathan Cafu,br BRA,"FW,MF",Cuiabá,31,1991,19,399,557,71.6,5793,1263,218,273,79.9,140,183,76.5,19,42,45.2,3,1,1.5,2,21,29,16,5,50,Matches
107,Júnior Caiçara,br BRA,DF,Santos,33,1989,1.9,101,131,77.1,1635,412,59,68,86.8,34,41,82.9,6,14,42.9,0,0,0.1,0,0,4,1,0,8,Matches
108,Rodrigo Caio,br BRA,"MF,DF",Flamengo,29,1993,0.7,60,62,96.8,1028,214,27,28,96.4,30,30,100,3,3,100,0,0,0,0,0,5,0,0,7,Matches
109,Caíque,br BRA,GK,Grêmio,25,1997,4,59,95,62.1,1909,1489,7,7,100,17,18,94.4,33,68,48.5,0,0,0,0,0,0,0,0,0,Matches
110,Calebe,br BRA,"MF,FW",Fortaleza,22,2000,16.4,404,545,74.1,6711,2163,207,231,89.6,135,182,74.2,42,79,53.2,5,4.8,3.9,0.2,28,55,21,2,78,Matches
111,Jonathan Calleri,ar ARG,FW,São Paulo,29,1993,15,176,267,65.9,2157,479,114,150,76,38,60,63.3,6,9,66.7,2,0.7,1,1.3,13,8,13,3,22,Matches
