Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
537,Caio Paulista,br BRA,DF,São Paulo,24,1998,23.1,28,19,13,12,3,15,35,42.9,20,19,3,16,20,48,22,0,Matches
538,Wellington Paulista,br BRA,FW,América (MG),38,1984,2.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
539,João Paulo,br BRA,GK,Santos,27,1995,35.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,15,1,Matches
540,Marcos Paulo,br BRA,"FW,MF",São Paulo,21,2001,5.9,7,7,1,3,3,3,14,21.4,11,11,2,9,6,13,2,0,Matches
541,Cristian Pavón,ar ARG,"FW,MF",Atlético Mineiro,27,1996,21.5,33,28,13,11,9,17,58,29.3,41,23,0,23,19,52,9,0,Matches
542,Dimitri Payet,fr FRA,"MF,FW",Vasco da Gama,35,1987,8.9,7,5,4,3,0,6,14,42.9,8,4,0,4,2,9,0,0,Matches
543,Pedrinho,br BRA,"FW,MF",América (MG),23,1999,4.6,5,1,2,3,0,2,9,22.2,7,1,0,1,6,11,2,0,Matches
544,Pedrinho,br BRA,"DF,MF",Ath Paranaense,20,2002,4.0,6,4,1,5,0,3,8,37.5,5,10,0,10,9,15,10,0,Matches
545,Pedrinho,br BRA,"MF,FW",Atlético Mineiro,24,1998,7.0,13,5,4,7,2,4,5,80.0,1,6,0,6,1,14,2,0,Matches
546,Pedrinho,br BRA,FW,Flamengo,19,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
547,Pedro,br BRA,FW,Flamengo,25,1997,23.9,18,13,2,10,6,4,14,28.6,10,17,0,17,8,26,15,0,Matches
548,João Pedro,br BRA,FW,Cruzeiro,19,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
549,João Pedro,it ITA,FW,Grêmio,30,1992,6.8,5,4,1,3,1,1,5,20.0,4,7,2,5,4,9,7,0,Matches
550,João Pedro,br BRA,DF,Grêmio,26,1996,23.1,34,17,15,15,4,14,32,43.8,18,24,8,16,13,47,45,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
551,João Pedro Pepê,br BRA,MF,Grêmio,25,1998,15.5,41,31,24,15,2,16,34,47.1,18,15,6,9,16,57,26,0,Matches
552,Jean Pedroso,br BRA,DF,Coritiba,19,2004,6.5,10,9,8,2,0,5,15,33.3,10,8,3,5,8,18,13,1,Matches
553,Matheus Peixoto,br BRA,FW,Goiás,27,1995,9.8,9,5,3,3,3,4,6,66.7,2,7,2,5,4,13,13,0,Matches
554,Léo Pelé,br BRA,DF,Vasco da Gama,26,1996,30.2,26,17,14,11,1,12,19,63.2,7,26,14,12,14,40,125,1,Matches
555,Carlos de Pena,uy URU,"MF,FW",Internacional,30,1992,15.8,26,13,5,17,4,12,36,33.3,24,13,2,11,21,47,20,0,Matches
556,Léo Pereira,br BRA,DF,Flamengo,27,1996,29.4,46,29,21,24,1,30,52,57.7,22,45,30,15,29,75,85,1,Matches
557,Matheus Pereira,pt POR,"FW,MF",Cruzeiro,26,1996,11.4,6,4,0,4,2,4,17,23.5,13,7,0,7,6,12,3,0,Matches
558,Bruno Peres,br BRA,"DF,MF",Ath Paranaense,32,1990,1.7,3,1,2,1,0,2,3,66.7,1,1,1,0,0,3,4,0,Matches
559,Lucas Perri,br BRA,GK,Botafogo (RJ),25,1997,37.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,19,3,Matches
560,Lucas Piazon,br BRA,FW,Botafogo (RJ),29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
561,Yago Pikachu,br BRA,"FW,MF",Fortaleza,30,1992,19.5,20,14,9,9,2,8,28,28.6,20,22,3,19,13,33,13,0,Matches
562,Rodrigo Pinho,br BRA,FW,Coritiba,31,1991,4.3,5,1,1,4,0,0,8,0.0,8,6,2,4,1,6,4,0,Matches
563,Joaquín Piquerez,uy URU,DF,Palmeiras,24,1998,28.1,45,33,21,18,6,27,63,42.9,36,35,6,29,29,74,47,0,Matches
564,Gabriel Pirani,br BRA,"MF,FW",Fluminense,20,2002,4.4,8,5,4,1,3,2,6,33.3,4,6,2,4,2,10,5,0,Matches
565,Rafael Pires,br BRA,GK,São Paulo,33,1989,33.0,2,2,2,0,0,2,3,66.7,1,1,0,1,1,3,11,0,Matches
566,Lucas Piton,br BRA,DF,Vasco da Gama,22,2000,36.5,45,25,24,18,3,20,48,41.7,28,27,7,20,40,85,89,0,Matches
567,Isidro Pitta,py PAR,FW,Cuiabá,23,1999,9.1,2,1,0,1,1,0,3,0.0,3,2,1,1,2,4,5,0,Matches
568,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,26,1996,22.1,44,22,11,28,5,24,62,38.7,38,29,6,23,17,61,22,0,Matches
569,Luan Polli,br BRA,GK,Coritiba,29,1993,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches
570,Wesley Pombo,br BRA,MF,Coritiba,20,2002,0.6,2,0,0,1,1,2,3,66.7,1,0,0,0,0,2,0,0,Matches
571,Mateo Ponte,uy URU,DF,Botafogo (RJ),19,2003,0.2,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,0,0,Matches
572,William Pottker,br BRA,"FW,MF",Coritiba,29,1993,1.3,2,2,1,1,0,0,1,0.0,1,1,1,0,1,3,1,0,Matches
573,Bruno Praxedes,br BRA,MF,Vasco da Gama,20,2002,14.9,34,26,18,11,5,16,35,45.7,19,19,4,15,12,46,13,0,Matches
574,Bruno Praxedes,br BRA,MF,Bragantino,20,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
575,Erick Pulgar,cl CHI,MF,Flamengo,29,1994,22.2,42,26,14,25,3,23,66,34.8,43,29,10,19,25,67,30,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
576,Nicolás Quagliata,uy URU,"FW,MF",Cuiabá,23,1999,2.6,3,2,3,0,0,2,12,16.7,10,7,0,7,0,3,1,0,Matches
577,Du Queiroz,br BRA,"MF,DF",Corinthians,23,2000,2.0,2,1,1,1,0,1,5,20.0,4,0,0,0,3,5,4,0,Matches
578,Yani Quintero,co COL,MF,Bragantino,20,2002,1.1,5,4,2,3,0,1,2,50.0,1,3,0,3,1,6,0,0,Matches
579,Igor Rabello,br BRA,DF,Atlético Mineiro,27,1995,7.7,17,12,13,4,0,11,23,47.8,12,12,8,4,9,26,40,0,Matches
580,Rafael,br BRA,DF,Botafogo (RJ),32,1990,5.4,25,12,11,12,2,15,28,53.6,13,9,2,7,4,29,18,0,Matches
581,Zé Rafael,br BRA,MF,Palmeiras,29,1993,28.5,81,51,35,41,5,42,112,37.5,70,31,5,26,23,104,23,0,Matches
582,Rafinha,br BRA,DF,São Paulo,37,1985,22.5,41,26,26,12,3,27,46,58.7,19,17,9,8,16,57,34,1,Matches
583,Rai,br BRA,MF,Botafogo (RJ),20,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
584,Eric Ramires,br BRA,MF,Bragantino,22,2000,15.3,18,10,3,12,3,9,35,25.7,26,27,1,26,12,30,7,0,Matches
585,Lucas Ramos,br BRA,FW,Internacional,22,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
586,Raí Ramos,br BRA,DF,São Paulo,28,1994,3.1,5,4,4,1,0,5,7,71.4,2,2,1,1,1,6,7,0,Matches
587,Marcelo Rangel,br BRA,GK,Goiás,34,1988,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
588,Pedro Rangel,br BRA,GK,Fluminense,22,2000,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
589,Raniele,br BRA,"MF,DF",Cuiabá,26,1996,32.1,74,41,30,39,5,30,76,39.5,46,52,28,24,37,111,99,0,Matches
590,Rafael Ratão,br BRA,"FW,MF",Bahia,27,1995,8.7,25,17,11,11,3,13,29,44.8,16,7,0,7,2,27,3,0,Matches
591,Wellington Rato,br BRA,"FW,MF",São Paulo,30,1992,19.6,23,13,14,8,1,14,30,46.7,16,17,3,14,6,29,26,0,Matches
592,Raul,br BRA,"MF,DF",Bragantino,26,1996,1.2,3,0,2,0,1,2,3,66.7,1,2,1,1,1,4,2,0,Matches
593,Pedro Raul,br BRA,FW,Vasco da Gama,26,1996,9.3,3,2,0,1,2,1,6,16.7,5,7,3,4,5,8,11,0,Matches
594,Leonardo Realpe,ec ECU,DF,Bragantino,21,2001,18.7,24,10,16,7,1,13,25,52.0,12,10,7,3,25,49,69,0,Matches
595,Reinaldo,br BRA,FW,Ath Paranaense,21,2001,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
596,Reinaldo,br BRA,DF,Grêmio,33,1989,29.8,41,21,18,17,6,26,42,61.9,16,20,5,15,16,57,74,0,Matches
597,Renê,br BRA,DF,Internacional,30,1992,25.4,53,33,28,24,1,33,58,56.9,25,30,5,25,36,89,90,1,Matches
598,Réver,br BRA,"DF,FW",Atlético Mineiro,38,1985,1.3,0,0,0,0,0,0,0,,0,2,2,0,1,1,11,0,Matches
599,Rezende,br BRA,"MF,DF",Bahia,28,1995,30.1,96,60,54,40,2,29,70,41.4,41,68,10,58,62,158,69,1,Matches
600,Everton Ribeiro,br BRA,"FW,MF",Flamengo,33,1989,16.4,21,12,8,10,3,10,39,25.6,29,9,3,6,11,32,5,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
601,Wesley Ribeiro,br BRA,"FW,MF",Corinthians,17,2005,9.6,15,11,8,5,2,9,22,40.9,13,8,0,8,6,21,4,0,Matches
602,João Ricardo Riedi,br BRA,GK,Fortaleza,34,1988,31.9,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,3,Matches
603,Zé Ricardo,br BRA,MF,Goiás,23,1999,11.9,25,14,12,10,3,9,28,32.1,19,20,9,11,15,40,13,1,Matches
604,Richard,br BRA,MF,Cruzeiro,28,1994,3.8,9,6,4,5,0,3,4,75.0,1,6,0,6,7,16,5,0,Matches
605,Rikelme,br BRA,DF,Cuiabá,19,2003,26.0,61,46,39,15,7,39,78,50.0,39,33,7,26,40,101,87,0,Matches
606,Tomás Rincón,ve VEN,MF,Santos,35,1988,13.2,31,16,8,19,4,14,34,41.2,20,16,1,15,25,56,26,0,Matches
607,Richard Ríos,co COL,MF,Palmeiras,22,2000,20.6,45,33,19,21,5,19,59,32.2,40,39,3,36,19,64,23,1,Matches
608,Robert,br BRA,"MF,FW",Cruzeiro,17,2005,2.1,5,2,4,1,0,3,8,37.5,5,4,0,4,1,6,2,0,Matches
609,Zé Roberto,br BRA,"FW,MF",Coritiba,29,1993,5.8,5,4,1,3,1,0,5,0.0,5,4,1,3,1,6,6,0,Matches
610,Robson,br BRA,"MF,FW",Coritiba,31,1991,26.1,52,29,23,23,6,20,56,35.7,36,28,5,23,20,72,28,1,Matches
611,Kaique Rocha,br BRA,DF,Ath Paranaense,21,2001,7.2,6,3,3,2,1,3,4,75.0,1,8,3,5,13,19,46,0,Matches
612,Marcos Rocha,br BRA,DF,Palmeiras,34,1988,14.0,38,24,19,14,5,15,31,48.4,16,14,3,11,8,46,23,0,Matches
613,Pedro Rocha Neves,br BRA,FW,Fortaleza,28,1994,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
614,Sergio Rochet,uy URU,GK,Internacional,29,1993,19.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,5,Matches
615,Rodrigo,br BRA,"MF,FW",São Paulo,18,2004,2.6,3,3,1,2,0,2,9,22.2,7,2,0,2,3,6,4,0,Matches
616,James Rodríguez,co COL,"MF,FW",São Paulo,31,1991,7.1,8,5,0,4,4,5,11,45.5,6,3,0,3,0,8,1,0,Matches
617,Rodriguinho,br BRA,"DF,MF",América (MG),19,2003,13.9,24,16,17,7,0,13,38,34.2,25,18,2,16,9,33,21,0,Matches
618,Matías Rojas,py PAR,"MF,FW",Corinthians,27,1995,7.0,7,4,1,5,1,3,10,30.0,7,7,1,6,1,8,4,0,Matches
619,Romarinho,br BRA,"FW,MF",Fortaleza,28,1994,3.2,1,1,0,1,0,0,6,0.0,6,1,0,1,1,2,0,0,Matches
620,Ángel Romero,py PAR,FW,Corinthians,30,1992,13.3,26,14,13,11,2,16,40,40.0,24,14,0,14,5,31,17,0,Matches
621,Silvio Romero,ar ARG,FW,Fortaleza,34,1988,4.4,2,2,0,1,1,1,3,33.3,2,3,0,3,0,2,4,0,Matches
622,Rômulo,br BRA,"FW,MF",Ath Paranaense,20,2002,5.7,15,8,5,8,2,5,16,31.3,11,5,0,5,5,20,8,0,Matches
623,Romulo,br BRA,"MF,DF",Internacional,22,2000,13.5,26,17,8,13,5,15,24,62.5,9,18,4,14,17,43,31,0,Matches
624,Ronald,br BRA,MF,Grêmio,19,2003,4.6,11,4,3,6,2,8,13,61.5,5,4,3,1,3,14,10,0,Matches
625,Ronald,br BRA,MF,Cuiabá,25,1997,6.5,21,9,9,10,2,8,26,30.8,18,4,0,4,9,30,7,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
626,Budiga Roni,br BRA,MF,Corinthians,23,1999,7.5,23,13,12,11,0,10,26,38.5,16,15,6,9,6,29,12,0,Matches
627,Lucas Ronier,br BRA,"FW,MF",Coritiba,18,2004,0.6,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,Matches
628,Rony,br BRA,FW,Palmeiras,27,1995,18.2,9,8,3,5,1,2,10,20.0,8,8,1,7,2,11,12,0,Matches
629,Vitor Roque,br BRA,FW,Ath Paranaense,17,2005,19.0,19,10,8,8,3,7,18,38.9,11,12,2,10,2,21,2,0,Matches
630,Diego Rosa,br BRA,"MF,DF",Bahia,20,2002,2.7,16,10,6,9,1,9,14,64.3,5,2,0,2,5,21,5,0,Matches
631,Rossi,br BRA,"MF,FW",Vasco da Gama,29,1993,4.4,4,2,2,2,0,3,5,60.0,2,3,0,3,4,8,3,0,Matches
632,Agustín Rossi,ar ARG,GK,Flamengo,27,1995,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
633,Rubens,br BRA,"DF,MF",Atlético Mineiro,21,2001,15.0,81,49,47,22,12,30,55,54.5,25,16,3,13,19,100,58,0,Matches
634,Daniel Ruiz Rivera,co COL,"FW,MF",Santos,21,2001,2.7,7,3,3,2,2,4,8,50.0,4,4,0,4,1,8,1,0,Matches
635,Rwan,br BRA,"MF,FW",Vasco da Gama,21,2001,0.4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),28,1994,23.6,62,37,19,33,10,30,66,45.5,36,28,6,22,30,92,17,0,Matches
637,Arthur Sales,br BRA,"FW,MF",Bahia,20,2002,3.2,3,3,0,0,3,0,1,0.0,1,3,0,3,0,3,1,0,Matches
638,Andreas Samaris,gr GRE,MF,Coritiba,33,1989,2.0,4,2,1,2,1,3,7,42.9,4,3,0,3,4,8,3,0,Matches
639,Philipe Sampaio,br BRA,DF,Botafogo (RJ),28,1994,5.5,10,7,7,3,0,5,7,71.4,2,3,2,1,6,16,33,0,Matches
640,Sander,br BRA,DF,Goiás,32,1990,17.1,38,24,19,18,1,25,42,59.5,17,19,5,14,23,61,47,0,Matches
641,Sandry,br BRA,MF,Santos,20,2002,2.1,6,3,4,1,1,2,6,33.3,4,4,3,1,2,8,0,0,Matches
642,Alex Santana,br BRA,MF,Ath Paranaense,27,1995,11.1,15,11,5,7,3,9,19,47.4,10,10,7,3,11,26,8,0,Matches
643,Santos,br BRA,GK,Flamengo,32,1990,5.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
644,Ademir Santos,br BRA,"FW,MF",Bahia,27,1995,19.3,32,20,6,16,10,13,37,35.1,24,17,1,16,8,40,3,0,Matches
645,Allyson Aires dos Santos,br BRA,DF,Cuiabá,32,1990,12.6,18,14,13,5,0,9,13,69.2,4,16,11,5,8,26,64,1,Matches
646,Andrey Santos,br BRA,MF,Vasco da Gama,18,2004,4.7,15,7,9,4,2,5,22,22.7,17,5,1,4,11,26,7,1,Matches
647,Bruno Araújo dos Santos,br BRA,DF,Goiás,29,1993,5.0,10,6,7,2,1,6,11,54.5,5,7,2,5,7,17,19,0,Matches
648,Eduardo Santos,br BRA,DF,Bragantino,25,1997,11.3,15,9,10,4,1,10,13,76.9,3,19,15,4,14,29,51,1,Matches
649,Fábio Santos,br BRA,DF,Corinthians,37,1985,18.6,24,15,13,9,2,17,31,54.8,14,24,12,12,19,43,57,0,Matches
650,Juan Santos,br BRA,FW,São Paulo,20,2002,14.2,19,14,9,9,1,6,13,46.2,7,12,2,10,6,25,13,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
651,Júnior Santos,br BRA,FW,Botafogo (RJ),28,1994,24.0,37,24,16,13,8,18,33,54.5,15,33,5,28,12,49,21,1,Matches
652,Kauan Santos,br BRA,FW,Palmeiras,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
653,Luis Eduardo Marques dos Santos,br BRA,DF,Fortaleza,25,1997,4.3,12,7,7,2,3,5,8,62.5,3,14,3,11,6,18,10,0,Matches
654,Matheus Santos,br BRA,"FW,MF",Goiás,24,1998,2.2,2,1,1,1,0,1,9,11.1,8,1,1,0,1,3,1,0,Matches
655,Pedrinho Santos,br BRA,"FW,MF",Corinthians,16,2006,6.9,9,4,7,2,0,6,14,42.9,8,6,2,4,5,14,3,0,Matches
656,Renzo Saravia,ar ARG,DF,Atlético Mineiro,29,1993,19.0,61,39,29,25,7,38,74,51.4,36,35,7,28,17,78,48,0,Matches
657,Eduardo Sasha,br BRA,"FW,MF",Bragantino,30,1992,24.8,15,5,1,11,3,4,12,33.3,8,8,2,6,10,25,15,0,Matches
658,Lucas Sasha,br BRA,MF,Fortaleza,32,1990,11.3,58,40,30,27,1,29,66,43.9,37,21,2,19,27,85,22,0,Matches
659,Gustavo Sauer,br BRA,"FW,MF",Botafogo (RJ),29,1993,2.9,6,4,2,1,3,4,11,36.4,7,2,1,1,3,9,1,0,Matches
660,Cleiton Schwengber,br BRA,GK,Bragantino,25,1997,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,19,2,Matches
661,Luis Segovia,ec ECU,DF,Botafogo (RJ),25,1997,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
662,Matias Segovia,py PAR,FW,Botafogo (RJ),20,2003,7.2,22,18,11,11,0,16,33,48.5,17,4,1,3,8,30,7,0,Matches
663,Sidimar,br BRA,DF,Goiás,30,1992,11.2,14,6,10,3,1,3,7,42.9,4,13,11,2,11,25,80,0,Matches
664,Aderlan Silva,br BRA,DF,Bragantino,32,1990,15.8,54,31,30,21,3,31,70,44.3,39,21,2,19,26,80,26,0,Matches
665,Gabriel Silva,br BRA,"FW,MF",Coritiba,20,2002,1.0,3,2,0,3,0,1,1,100.0,0,0,0,0,1,4,0,0,Matches
666,Lucas Silva,br BRA,MF,Cruzeiro,29,1993,16.4,28,18,8,14,6,15,22,68.2,7,12,1,11,9,37,5,1,Matches
667,Lucas Silva,br BRA,MF,Grêmio,29,1993,2.5,10,6,5,5,0,4,7,57.1,3,1,0,1,1,11,3,0,Matches
668,Nathan Silva,br BRA,DF,Atlético Mineiro,25,1997,4.0,3,2,3,0,0,2,2,100.0,0,3,2,1,0,3,14,0,Matches
669,Ricardo Silva,br BRA,DF,América (MG),30,1992,17.9,25,17,19,6,0,18,28,64.3,10,28,17,11,28,53,91,1,Matches
670,Wellington Silva,br BRA,FW,Cuiabá,30,1993,14.8,23,15,10,8,5,12,30,40.0,18,19,0,19,6,29,8,0,Matches
671,Maximiliano Silvera,uy URU,"MF,FW",Santos,25,1997,5.0,10,8,2,8,0,3,8,37.5,5,8,0,8,1,11,2,0,Matches
672,Simioni,br BRA,MF,Goiás,19,2003,0.5,2,1,0,2,0,1,1,100.0,0,0,0,0,2,4,2,0,Matches
673,Jailson Siqueira,br BRA,"MF,DF",Palmeiras,27,1995,1.8,4,3,1,2,1,2,5,40.0,3,1,0,1,2,6,3,0,Matches
674,Islam Slimani,dz ALG,FW,Coritiba,34,1988,9.1,2,0,0,1,1,0,6,0.0,6,6,1,5,0,2,14,0,Matches
675,Everton Soares,br BRA,"FW,MF",Flamengo,26,1996,19.3,32,22,8,10,14,12,33,36.4,21,26,6,20,11,43,11,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
676,Tiquinho Soares,br BRA,FW,Botafogo (RJ),32,1991,27.1,18,10,3,8,7,9,19,47.4,10,15,3,12,3,21,29,0,Matches
677,Fernando Sobral,br BRA,MF,Cuiabá,28,1994,21.1,70,45,39,22,9,32,70,45.7,38,45,5,40,15,85,15,0,Matches
678,Yeferson Soteldo,ve VEN,"FW,MF",Santos,25,1997,17.3,16,9,5,9,2,5,16,31.3,11,10,0,10,6,22,7,0,Matches
679,Yago Souza,br BRA,MF,América (MG),16,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
680,Everaldo Stum,br BRA,FW,Bahia,31,1991,24.2,11,8,2,5,4,5,11,45.5,6,10,2,8,2,13,16,0,Matches
681,Luis Suárez,uy URU,FW,Grêmio,36,1987,32.0,10,5,2,2,6,4,20,20.0,16,9,2,7,4,14,5,0,Matches
682,Bruno Tabata,br BRA,"MF,FW",Palmeiras,25,1997,1.4,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,2,0,Matches
683,Tadeu,br BRA,GK,Goiás,30,1992,35.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,2,Matches
684,Talisson,br BRA,FW,Bragantino,20,2002,1.7,4,1,2,1,1,2,2,100.0,0,2,1,1,2,6,2,0,Matches
685,Tchê Tchê,br BRA,"MF,DF",Botafogo (RJ),30,1992,29.5,32,19,14,15,3,12,33,36.4,21,16,3,13,13,45,25,0,Matches
686,Alex Teixeira,br BRA,"FW,MF",Vasco da Gama,33,1990,12.6,9,6,2,6,1,2,4,50.0,2,5,0,5,1,10,4,0,Matches
687,David Terans,uy URU,"MF,FW",Ath Paranaense,28,1994,4.4,3,1,0,2,1,1,5,20.0,4,4,0,4,1,4,0,0,Matches
688,Miguel Terceros,bo BOL,"MF,FW",Santos,18,2004,0.4,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
689,Thaciano,br BRA,"MF,FW",Bahia,27,1995,32.1,49,25,15,28,6,24,55,43.6,31,41,8,33,26,75,27,0,Matches
690,Thiago,br BRA,"FW,MF",Ath Paranaense,22,2000,2.5,5,3,3,2,0,3,7,42.9,4,1,0,1,1,6,0,0,Matches
691,Guilherme Tinga,br BRA,DF,Fortaleza,29,1993,28.7,54,31,33,15,6,29,68,42.6,39,28,14,14,41,95,105,0,Matches
692,Titi,br BRA,DF,Fortaleza,34,1988,31.6,48,35,30,16,2,25,43,58.1,18,29,18,11,34,82,116,1,Matches
693,Stênio Toledo,br BRA,"FW,MF",Cruzeiro,19,2003,3.2,7,7,3,4,0,2,3,66.7,1,2,0,2,3,10,1,0,Matches
694,Uendel,br BRA,DF,Cuiabá,34,1988,4.0,2,1,1,0,1,0,1,0.0,1,4,1,3,0,2,9,0,Matches
695,Júnior Urso,br BRA,MF,Coritiba,33,1989,3.3,4,3,3,1,0,3,7,42.9,4,2,0,2,2,6,4,0,Matches
696,Bruno Uvini,br BRA,DF,Grêmio,31,1991,16.1,16,11,11,4,1,10,19,52.6,9,28,19,9,22,38,67,0,Matches
697,Enner Valencia,ec ECU,FW,Internacional,33,1989,16.0,4,3,1,3,0,0,4,0.0,4,7,2,5,2,6,10,0,Matches
698,Vanderlan,br BRA,DF,Palmeiras,20,2002,10.1,29,18,23,4,2,13,16,81.3,3,7,1,6,12,41,23,0,Matches
699,Rodrigo Varanda,br BRA,"FW,MF",América (MG),20,2003,5.7,8,5,3,2,3,4,15,26.7,11,9,0,9,0,8,5,0,Matches
700,Guillermo Varela,uy URU,DF,Flamengo,29,1993,2.6,1,1,1,0,0,0,0,,0,3,1,2,5,6,5,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
701,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,33,1989,5.2,3,1,1,2,0,3,12,25.0,9,4,0,4,0,3,1,0,Matches
702,Pablo Vegetti,ar ARG,FW,Vasco da Gama,34,1988,19.9,7,5,1,4,2,2,18,11.1,16,18,8,10,4,11,35,0,Matches
703,Raphael Veiga,br BRA,MF,Palmeiras,27,1995,27.3,27,13,10,12,5,10,28,35.7,18,12,0,12,7,34,17,0,Matches
704,Fausto Vera,ar ARG,MF,Corinthians,22,2000,15.3,26,12,13,10,3,14,46,30.4,32,28,10,18,16,42,30,0,Matches
705,Patrick Verhon,br BRA,FW,Bahia,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
706,Lucas Veríssimo,br BRA,DF,Corinthians,27,1995,14.5,19,11,11,6,2,11,14,78.6,3,17,11,6,10,29,76,0,Matches
707,Bruno Viana,br BRA,DF,Coritiba,27,1995,9.0,11,6,7,4,0,5,8,62.5,3,14,8,6,12,23,40,0,Matches
708,Marcos Victor,br BRA,DF,Bahia,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
709,Paulo Victor,br BRA,DF,Vasco da Gama,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
710,Arturo Vidal,cl CHI,MF,Ath Paranaense,35,1987,4.2,11,8,3,6,2,2,7,28.6,5,2,1,1,6,17,4,0,Matches
711,Arturo Vidal,cl CHI,"MF,DF",Flamengo,35,1987,2.8,5,5,3,2,0,5,12,41.7,7,2,1,1,2,7,5,0,Matches
712,Felipe Vieira,,DF,Fluminense,,,2.3,3,1,2,1,0,2,2,100.0,0,2,1,1,4,7,7,0,Matches
713,Luan Vieira,br BRA,"FW,MF",Grêmio,29,1993,0.6,1,1,0,1,0,0,1,0.0,1,2,2,0,0,1,0,0,Matches
714,Gustavo Vilar,br BRA,DF,Coritiba,22,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches
715,Pedro Vilhena,br BRA,FW,São Paulo,20,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
