,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,323.00,Hulk,br BRA,FW,Atlético Mineiro,36.00,"1,986.00",34.00,33.00,"2,942.00",32.70,15.00,11.00,26.00,10.00,5.00,5.00,9.00,1.00,11.90,8.40,6.90,15.40,87.00,109.00,204.00,0.46,0.34,0.80,0.31,0.64,0.37,0.21,0.58,0.26,0.47,Matches
,324.00,José Hurtado,ec ECU,DF,Bragantino,21.00,"2,001.00",25.00,17.00,"1,618.00",18.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.30,0.30,1.10,1.40,57.00,86.00,79.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08,Matches
,325.00,Hyoran,br BRA,"MF,FW",Atlético Mineiro,29.00,"1,993.00",12.00,12.00,691.00,7.70,2.00,0.00,2.00,2.00,0.00,0.00,4.00,0.00,2.10,2.10,3.10,5.20,16.00,35.00,30.00,0.26,0.00,0.26,0.26,0.26,0.28,0.40,0.68,0.28,0.68,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,326.00,Igor,br BRA,MF,Flamengo,19.00,"2,003.00",4.00,0.00,78.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,0.30,0.00,0.30,2.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches
,327.00,André Inácio,br BRA,FW,Flamengo,20.00,"2,002.00",2.00,0.00,16.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,328.00,Gabriel Inocêncio,br BRA,DF,Santos,28.00,"1,994.00",22.00,12.00,"1,276.00",14.20,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.50,0.50,0.30,0.80,24.00,51.00,46.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches
,329.00,Isaac,br BRA,FW,Atlético Mineiro,18.00,"2,004.00",1.00,0.00,19.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.53,Matches
,330.00,Isaac,br BRA,"MF,DF",Fluminense,18.00,"2,004.00",7.00,0.00,131.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.20,0.50,6.00,1.00,24.00,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34,Matches
,331.00,Juan Iturbe,py PAR,"FW,MF",Grêmio,29.00,"1,993.00",5.00,1.00,68.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,332.00,Zé Ivaldo,br BRA,DF,Ath Paranaense,25.00,"1,997.00",14.00,10.00,"1,016.00",11.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.10,0.10,0.10,0.20,9.00,27.00,2.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
,333.00,Ivonei,br BRA,MF,Santos,20.00,"2,002.00",1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,334.00,Vítor Jacaré,br BRA,"DF,MF",Bahia,23.00,"1,999.00",18.00,7.00,855.00,9.50,1.00,0.00,1.00,1.00,0.00,0.00,4.00,0.00,1.10,1.10,1.50,2.60,28.00,38.00,67.00,0.11,0.00,0.11,0.11,0.11,0.12,0.17,0.29,0.12,0.29,Matches
,335.00,Jadsom,br BRA,MF,Bragantino,21.00,"2,001.00",31.00,22.00,"1,896.00",21.10,1.00,0.00,1.00,1.00,0.00,0.00,8.00,0.00,1.20,1.20,1.00,2.20,16.00,136.00,51.00,0.05,0.00,0.05,0.05,0.05,0.06,0.05,0.11,0.06,0.11,Matches
,336.00,Jair,br BRA,MF,Vasco da Gama,28.00,"1,994.00",29.00,16.00,"1,589.00",17.70,3.00,0.00,3.00,1.00,2.00,2.00,6.00,1.00,2.20,0.60,1.10,1.70,32.00,143.00,32.00,0.17,0.00,0.17,0.06,0.06,0.12,0.06,0.18,0.04,0.10,Matches
,337.00,Jamerson,br BRA,"DF,FW",Coritiba,24.00,"1,998.00",29.00,22.00,"1,893.00",21.00,0.00,1.00,1.00,0.00,0.00,0.00,4.00,1.00,0.50,0.50,1.70,2.20,54.00,70.00,78.00,0.00,0.05,0.05,0.00,0.05,0.02,0.08,0.10,0.02,0.10,Matches
,338.00,Janderson,br BRA,"FW,MF",Botafogo (RJ),23.00,"1,999.00",18.00,2.00,414.00,4.60,1.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,1.70,1.70,0.90,2.60,16.00,7.00,31.00,0.22,0.22,0.43,0.22,0.43,0.36,0.20,0.56,0.36,0.56,Matches
,339.00,Jandrei,br BRA,GK,São Paulo,29.00,"1,993.00",5.00,5.00,450.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,340.00,Léo Jardim,br BRA,GK,Vasco da Gama,27.00,"1,995.00",38.00,38.00,"3,420.00",38.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,341.00,Jemerson,br BRA,DF,Atlético Mineiro,30.00,"1,992.00",32.00,27.00,"2,476.00",27.50,0.00,1.00,1.00,0.00,0.00,0.00,9.00,0.00,1.00,1.00,0.10,1.10,21.00,66.00,5.00,0.00,0.04,0.04,0.00,0.04,0.03,0.01,0.04,0.03,0.04,Matches
,342.00,Jesé,es ESP,MF,Coritiba,29.00,"1,993.00",6.00,0.00,96.00,1.10,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30,2.00,4.00,9.00,0.94,0.00,0.94,0.94,0.94,0.28,0.03,0.31,0.28,0.31,Matches
,343.00,Alexandre Jesus,br BRA,DF,Fluminense,21.00,"2,001.00",1.00,0.00,12.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
,344.00,Jhow,br BRA,DF,América (MG),19.00,"2,003.00",1.00,0.00,15.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,345.00,Joaquim,br BRA,DF,Santos,24.00,"1,998.00",31.00,31.00,"2,730.00",30.30,1.00,4.00,5.00,1.00,0.00,0.00,6.00,0.00,2.30,2.30,2.00,4.20,8.00,58.00,8.00,0.03,0.13,0.16,0.03,0.16,0.08,0.06,0.14,0.08,0.14,Matches
,346.00,John,br BRA,GK,Internacional,26.00,"1,996.00",9.00,9.00,810.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,347.00,Felipe Jonatan,br BRA,DF,Santos,24.00,"1,998.00",1.00,1.00,90.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,3.00,9.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,Matches
,348.00,Jori,br BRA,GK,América (MG),26.00,"1,996.00",11.00,11.00,990.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,349.00,Josué,br BRA,MF,Grêmio,17.00,"2,005.00",4.00,1.00,117.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
,350.00,Jhonatan Jowjow,br BRA,"MF,FW",Palmeiras,20.00,"2,002.00",20.00,8.00,891.00,9.90,0.00,1.00,1.00,0.00,0.00,0.00,5.00,0.00,1.20,1.20,2.90,4.10,16.00,37.00,37.00,0.00,0.10,0.10,0.00,0.10,0.12,0.29,0.41,0.12,0.41,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,351.00,Daniel Jr,br BRA,MF,Cruzeiro,20.00,"2,002.00",4.00,0.00,24.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,2.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Matches
,352.00,Luciano Juba,br BRA,"DF,MF",Bahia,23.00,"1,999.00",14.00,6.00,647.00,7.20,1.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,1.10,1.10,1.20,2.30,13.00,26.00,39.00,0.14,0.28,0.42,0.14,0.42,0.16,0.16,0.32,0.16,0.32,Matches
,353.00,Juninho,br BRA,MF,América (MG),35.00,"1,987.00",36.00,32.00,"2,929.00",32.50,3.00,2.00,5.00,3.00,0.00,0.00,4.00,0.00,2.40,2.40,3.50,5.90,31.00,100.00,164.00,0.09,0.06,0.15,0.09,0.15,0.07,0.11,0.18,0.07,0.18,Matches
,354.00,Jussa,br BRA,MF,Cruzeiro,26.00,"1,996.00",24.00,21.00,"1,766.00",19.60,1.00,0.00,1.00,1.00,0.00,0.00,9.00,0.00,1.20,1.20,0.40,1.60,10.00,83.00,13.00,0.05,0.00,0.05,0.05,0.05,0.06,0.02,0.08,0.06,0.08,Matches
,355.00,Justen,br BRA,DF,Fluminense,19.00,"2,003.00",1.00,1.00,54.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,356.00,Kaiki,br BRA,"DF,FW",Cruzeiro,19.00,"2,003.00",8.00,3.00,228.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.30,0.30,3.00,3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
,357.00,Kaio,br BRA,"MF,FW",Coritiba,18.00,"2,004.00",24.00,9.00,881.00,9.80,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.40,0.40,0.60,1.00,33.00,31.00,66.00,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
,358.00,Lucas Kal,br BRA,MF,América (MG),26.00,"1,996.00",19.00,16.00,"1,235.00",13.70,0.00,1.00,1.00,0.00,0.00,0.00,4.00,0.00,0.30,0.30,1.00,1.40,21.00,86.00,13.00,0.00,0.07,0.07,0.00,0.07,0.02,0.08,0.10,0.02,0.10,Matches
,359.00,Walter Kannemann,ar ARG,DF,Grêmio,31.00,"1,991.00",28.00,28.00,"2,359.00",26.20,0.00,1.00,1.00,0.00,0.00,0.00,17.00,1.00,1.00,1.00,0.20,1.20,12.00,81.00,1.00,0.00,0.04,0.04,0.00,0.04,0.04,0.01,0.05,0.04,0.05,Matches
,360.00,Kanu,br BRA,DF,Bahia,25.00,"1,997.00",33.00,33.00,"2,909.00",32.30,1.00,0.00,1.00,1.00,0.00,0.00,10.00,2.00,1.70,1.70,0.60,2.30,28.00,101.00,7.00,0.03,0.00,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07,Matches
,361.00,Alan Kardec,br BRA,"FW,MF",Atlético Mineiro,34.00,"1,989.00",14.00,2.00,265.00,2.90,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.90,0.90,0.80,1.70,2.00,5.00,7.00,0.34,0.34,0.68,0.34,0.68,0.31,0.26,0.57,0.31,0.57,Matches
,362.00,Kauan,br BRA,FW,Fortaleza,17.00,"2,005.00",1.00,0.00,11.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,363.00,Vinicius Kaue,br BRA,"DF,MF",Ath Paranaense,19.00,"2,003.00",6.00,5.00,342.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,364.00,Kayque,br BRA,MF,Botafogo (RJ),22.00,"2,000.00",2.00,0.00,27.00,0.30,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.40,0.50,1.00,7.00,1.00,0.00,3.33,3.33,0.00,3.33,0.14,1.39,1.53,0.14,1.53,Matches
,365.00,Renato Kayser,br BRA,"FW,MF",América (MG),26.00,"1,996.00",3.00,0.00,39.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.10,0.40,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.84,0.12,0.97,0.84,0.97,Matches
,366.00,Keiller,br BRA,GK,Internacional,26.00,"1,996.00",10.00,10.00,900.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,367.00,John Kennedy,br BRA,"FW,MF",Fluminense,20.00,"2,002.00",26.00,13.00,"1,372.00",15.20,6.00,1.00,7.00,6.00,0.00,0.00,10.00,0.00,6.30,6.30,2.10,8.40,32.00,30.00,117.00,0.39,0.07,0.46,0.39,0.46,0.41,0.14,0.55,0.41,0.55,Matches
,368.00,Keno,br BRA,"FW,MF",Fluminense,33.00,"1,989.00",24.00,18.00,"1,613.00",17.90,2.00,4.00,6.00,1.00,1.00,1.00,5.00,0.00,2.80,2.00,3.70,5.70,84.00,53.00,219.00,0.11,0.22,0.33,0.06,0.28,0.15,0.21,0.36,0.11,0.32,Matches
,369.00,Kevin,br BRA,"FW,DF",Palmeiras,20.00,"2,003.00",7.00,2.00,232.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.60,0.60,0.30,0.90,14.00,8.00,22.00,0.00,0.00,0.00,0.00,0.00,0.22,0.11,0.33,0.22,0.33,Matches
,370.00,Kevyson,br BRA,DF,Santos,18.00,"2,004.00",17.00,12.00,970.00,10.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.20,0.30,0.50,34.00,35.00,62.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
,371.00,Khellven,br BRA,DF,Ath Paranaense,21.00,"2,001.00",15.00,13.00,995.00,11.10,0.00,4.00,4.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,2.40,3.40,18.00,18.00,51.00,0.00,0.36,0.36,0.00,0.36,0.09,0.22,0.31,0.09,0.31,Matches
,372.00,Maurício Kozlinski,br BRA,GK,Fortaleza,31.00,"1,991.00",1.00,1.00,90.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,373.00,Benjamín Kuscevic,cl CHI,DF,Coritiba,26.00,"1,996.00",23.00,23.00,"2,025.00",22.50,2.00,0.00,2.00,2.00,0.00,0.00,7.00,0.00,1.00,1.00,0.00,1.00,6.00,50.00,5.00,0.09,0.00,0.09,0.09,0.09,0.04,0.00,0.05,0.04,0.05,Matches
,374.00,Derik Lacerda,br BRA,"FW,MF",Cuiabá,23.00,"1,999.00",19.00,5.00,658.00,7.30,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,2.20,2.20,1.30,3.50,19.00,18.00,52.00,0.14,0.14,0.27,0.14,0.27,0.30,0.18,0.47,0.30,0.47,Matches
,375.00,Ignacio Laquintana,uy URU,FW,Bragantino,23.00,"1,999.00",4.00,1.00,183.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,6.00,2.00,23.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,376.00,Thauan Lara,br BRA,"DF,MF",Internacional,19.00,"2,004.00",10.00,3.00,336.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.20,0.30,7.00,17.00,26.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches
,377.00,Lelê,br BRA,"FW,MF",Fluminense,25.00,"1,997.00",29.00,8.00,"1,144.00",12.70,2.00,2.00,4.00,2.00,0.00,0.00,5.00,1.00,6.00,6.00,1.20,7.20,22.00,11.00,72.00,0.16,0.16,0.31,0.16,0.31,0.47,0.10,0.57,0.47,0.57,Matches
,378.00,Mauricio Lemos,uy URU,DF,Atlético Mineiro,27.00,"1,995.00",27.00,25.00,"2,214.00",24.60,1.00,0.00,1.00,1.00,0.00,0.00,12.00,1.00,1.10,1.10,0.00,1.20,17.00,71.00,2.00,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Matches
,379.00,Marcos Leonardo,br BRA,FW,Santos,19.00,"2,003.00",31.00,30.00,"2,589.00",28.80,13.00,2.00,15.00,9.00,4.00,4.00,3.00,0.00,12.40,9.20,2.30,11.50,41.00,51.00,147.00,0.45,0.07,0.52,0.31,0.38,0.43,0.08,0.51,0.32,0.40,Matches
,380.00,Lian,br BRA,MF,Grêmio,17.00,"2,005.00",1.00,0.00,9.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,381.00,Lima,br BRA,"MF,FW",Fluminense,26.00,"1,996.00",35.00,26.00,"2,532.00",28.10,6.00,2.00,8.00,6.00,0.00,0.00,8.00,0.00,3.00,3.00,1.50,4.50,78.00,121.00,146.00,0.21,0.07,0.28,0.21,0.28,0.11,0.05,0.16,0.11,0.16,Matches
,382.00,Lucas Lima,br BRA,"MF,FW",Santos,32.00,"1,990.00",35.00,28.00,"2,206.00",24.50,1.00,5.00,6.00,1.00,0.00,0.00,6.00,1.00,1.70,1.70,5.30,7.00,65.00,176.00,84.00,0.04,0.20,0.24,0.04,0.24,0.07,0.21,0.29,0.07,0.29,Matches
,383.00,Leonardo Linck,br BRA,GK,Ath Paranaense,21.00,"2,001.00",5.00,5.00,450.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,384.00,Liziero,br BRA,MF,Coritiba,24.00,"1,998.00",10.00,8.00,586.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.30,0.30,2.00,36.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
,385.00,Marcelo Lomba,br BRA,GK,Palmeiras,36.00,"1,986.00",3.00,3.00,270.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,386.00,José López,ar ARG,"FW,MF",Palmeiras,22.00,"2,000.00",22.00,5.00,591.00,6.60,5.00,0.00,5.00,5.00,0.00,0.00,3.00,0.00,3.50,3.50,0.70,4.20,13.00,19.00,36.00,0.76,0.00,0.76,0.76,0.76,0.54,0.10,0.64,0.54,0.64,Matches
,387.00,Luan,br BRA,MF,São Paulo,23.00,"1,999.00",11.00,8.00,608.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.00,0.20,5.00,19.00,7.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
,388.00,Lucão,br BRA,DF,Bragantino,24.00,"1,998.00",3.00,2.00,201.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
,389.00,Lucão,br BRA,GK,Bragantino,21.00,"2,001.00",5.00,5.00,450.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,390.00,Lucas,br BRA,DF,Santos,21.00,"2,001.00",9.00,7.00,611.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.20,0.20,14.00,24.00,23.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
,391.00,Ayrton Lucas,br BRA,DF,Flamengo,25.00,"1,997.00",35.00,29.00,"2,592.00",28.80,4.00,3.00,7.00,4.00,0.00,0.00,8.00,0.00,2.70,2.70,1.30,4.00,67.00,137.00,133.00,0.14,0.10,0.24,0.14,0.24,0.09,0.05,0.14,0.09,0.14,Matches
,392.00,Jean Lucas,br BRA,MF,Santos,24.00,"1,998.00",22.00,22.00,"1,807.00",20.10,0.00,3.00,3.00,0.00,0.00,0.00,4.00,0.00,2.20,2.20,2.00,4.20,37.00,130.00,64.00,0.00,0.15,0.15,0.00,0.15,0.11,0.10,0.21,0.11,0.21,Matches
,393.00,Jhonny Lucas,br BRA,MF,Goiás,22.00,"2,000.00",2.00,0.00,17.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.00,0.20,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.70,0.11,0.82,0.70,0.82,Matches
,394.00,João Lucas,br BRA,DF,Santos,24.00,"1,998.00",15.00,9.00,807.00,9.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.20,0.20,0.60,0.80,15.00,19.00,40.00,0.00,0.11,0.11,0.00,0.11,0.02,0.07,0.09,0.02,0.09,Matches
,395.00,Ruan Lucas,br BRA,"MF,FW",Coritiba,18.00,"2,004.00",4.00,0.00,29.00,0.30,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,2.00,4.00,0.00,3.10,3.10,0.00,3.10,0.09,1.11,1.21,0.09,1.21,Matches
,396.00,Ian Luccas,br BRA,MF,Cruzeiro,19.00,"2,003.00",14.00,7.00,480.00,5.30,0.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.70,0.70,0.80,1.40,1.00,14.00,27.00,0.00,0.19,0.19,0.00,0.19,0.12,0.15,0.27,0.12,0.27,Matches
,397.00,Pedro Luccas,br BRA,GK,Coritiba,19.00,"2,004.00",3.00,3.00,270.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,398.00,Luciano,br BRA,"MF,FW",São Paulo,29.00,"1,993.00",34.00,24.00,"2,112.00",23.50,9.00,2.00,11.00,7.00,2.00,3.00,5.00,0.00,8.40,5.90,3.10,9.00,31.00,103.00,140.00,0.38,0.09,0.47,0.30,0.38,0.36,0.13,0.49,0.25,0.38,Matches
,399.00,Thomas Luciano,br BRA,DF,Grêmio,21.00,"2,002.00",6.00,3.00,312.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,3.00,5.00,14.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
,400.00,Luis,br BRA,FW,Cruzeiro,17.00,"2,005.00",1.00,0.00,6.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,401.00,Filipe Luís,br BRA,DF,Flamengo,37.00,"1,985.00",10.00,6.00,527.00,5.90,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.10,0.10,0.20,0.30,14.00,30.00,12.00,0.00,0.17,0.17,0.00,0.17,0.02,0.03,0.05,0.02,0.05,Matches
,402.00,Victor Luis,br BRA,DF,Coritiba,29.00,"1,993.00",24.00,17.00,"1,568.00",17.40,2.00,1.00,3.00,2.00,0.00,0.00,4.00,0.00,1.00,1.00,1.60,2.50,28.00,68.00,30.00,0.11,0.06,0.17,0.11,0.17,0.05,0.09,0.14,0.05,0.14,Matches
,403.00,David Luiz,br BRA,DF,Flamengo,35.00,"1,987.00",15.00,11.00,994.00,11.00,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.30,0.30,0.50,0.80,14.00,66.00,4.00,0.09,0.09,0.18,0.09,0.18,0.02,0.05,0.07,0.02,0.07,Matches
,404.00,Wallisson Luiz,br BRA,MF,Cruzeiro,25.00,"1,997.00",11.00,2.00,392.00,4.40,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.50,1.50,0.10,1.60,5.00,22.00,12.00,0.00,0.00,0.00,0.00,0.00,0.34,0.02,0.37,0.34,0.37,Matches
