,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,240.00,Fernando,br BRA,DF,Ath Paranaense,23.00,"1,999.00",6.00,6.00,477.00,5.30,0.00,2.00,2.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.90,0.90,17.00,15.00,31.00,0.00,0.38,0.38,0.00,0.38,0.01,0.16,0.17,0.01,0.17,Matches
,241.00,Nahuel Ferraresi,ve VEN,FW,São Paulo,24.00,"1,998.00",1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,242.00,Ferreira,br BRA,"FW,MF",Grêmio,25.00,"1,997.00",25.00,6.00,"1,145.00",12.70,4.00,3.00,7.00,4.00,0.00,0.00,2.00,0.00,3.00,3.00,2.30,5.20,53.00,61.00,128.00,0.31,0.24,0.55,0.31,0.55,0.23,0.18,0.41,0.23,0.41,Matches
,243.00,Sebastián Ferreira,py PAR,"FW,MF",Vasco da Gama,24.00,"1,998.00",13.00,3.00,440.00,4.90,0.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,1.70,1.70,0.30,2.00,3.00,13.00,20.00,0.00,0.20,0.20,0.00,0.20,0.35,0.06,0.40,0.35,0.40,Matches
,244.00,Figueiredo,br BRA,"FW,MF",Vasco da Gama,21.00,"2,001.00",16.00,7.00,656.00,7.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.80,1.80,0.90,2.70,15.00,21.00,65.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.37,0.24,0.37,Matches
,245.00,Tobias Figueiredo,pt POR,DF,Fortaleza,28.00,"1,994.00",4.00,4.00,343.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
,246.00,Matheus França,br BRA,"MF,FW",Flamengo,18.00,"2,004.00",9.00,5.00,369.00,4.10,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.30,1.30,0.50,1.90,16.00,11.00,43.00,0.24,0.00,0.24,0.24,0.24,0.32,0.13,0.45,0.32,0.45,Matches
,247.00,Alan Franco,ec ECU,"MF,FW",Atlético Mineiro,24.00,"1,998.00",18.00,9.00,840.00,9.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.20,0.20,0.30,0.50,4.00,27.00,8.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,Matches
,248.00,Alan Franco,ar ARG,DF,São Paulo,26.00,"1,996.00",13.00,12.00,"1,129.00",12.50,1.00,1.00,2.00,1.00,0.00,0.00,3.00,0.00,0.90,0.90,0.10,1.00,7.00,48.00,1.00,0.08,0.08,0.16,0.08,0.16,0.07,0.01,0.08,0.07,0.08,Matches
,249.00,Fransérgio,br BRA,MF,Coritiba,32.00,"1,990.00",15.00,4.00,534.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.60,0.60,0.10,0.70,12.00,21.00,9.00,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches
,250.00,Marlon Freitas,br BRA,MF,Botafogo (RJ),27.00,"1,995.00",36.00,33.00,"2,909.00",32.30,1.00,2.00,3.00,1.00,0.00,0.00,3.00,0.00,2.10,2.10,2.20,4.30,34.00,204.00,21.00,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,251.00,Bruno Fuchs,br BRA,DF,Atlético Mineiro,23.00,"1,999.00",15.00,13.00,"1,088.00",12.10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.20,0.20,5.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
,252.00,Julio Furch,ar ARG,"FW,MF",Santos,33.00,"1,989.00",22.00,5.00,608.00,6.80,3.00,0.00,3.00,3.00,0.00,0.00,2.00,0.00,2.80,2.80,0.60,3.40,5.00,15.00,49.00,0.44,0.00,0.44,0.44,0.44,0.42,0.09,0.50,0.42,0.50,Matches
,253.00,Gabriel,br BRA,DF,Bahia,21.00,"2,001.00",13.00,10.00,977.00,10.90,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.30,0.30,0.20,0.50,9.00,32.00,1.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
,254.00,Gabriel,br BRA,MF,Internacional,30.00,"1,992.00",15.00,9.00,765.00,8.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.30,0.40,7.00,37.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
,255.00,Gabriel,br BRA,GK,Coritiba,30.00,"1,992.00",31.00,31.00,"2,765.00",30.70,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Matches
,256.00,Gabriel,br BRA,MF,Botafogo (RJ),29.00,"1,993.00",16.00,10.00,866.00,9.60,0.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.70,0.70,1.50,2.20,11.00,56.00,29.00,0.00,0.10,0.10,0.00,0.10,0.07,0.15,0.22,0.07,0.22,Matches
,257.00,Eduardo Gabriel,br BRA,DF,Santos,26.00,"1,996.00",3.00,3.00,269.00,3.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.40,0.40,0.00,0.40,1.00,6.00,1.00,0.33,0.00,0.33,0.33,0.33,0.13,0.00,0.13,0.13,0.13,Matches
,258.00,Thalisson Gabriel,br BRA,DF,Coritiba,21.00,"2,002.00",11.00,11.00,945.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.20,0.20,0.10,0.40,4.00,23.00,1.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
,259.00,Zé Gabriel,br BRA,MF,Vasco da Gama,24.00,"1,999.00",27.00,24.00,"1,938.00",21.50,1.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00,0.50,0.50,0.20,0.70,24.00,89.00,12.00,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches
,260.00,Ighor Gabryel,br BRA,FW,América (MG),20.00,"2,003.00",2.00,0.00,26.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,261.00,Matías Galarza,py PAR,MF,Vasco da Gama,20.00,"2,002.00",10.00,4.00,401.00,4.50,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.60,0.60,0.10,0.70,4.00,10.00,19.00,0.22,0.00,0.22,0.22,0.22,0.14,0.01,0.16,0.14,0.16,Matches
,262.00,Thiago Galhardo,br BRA,"FW,MF",Fortaleza,33.00,"1,989.00",33.00,20.00,"1,876.00",20.80,5.00,4.00,9.00,3.00,2.00,2.00,6.00,0.00,7.20,5.60,2.80,8.40,26.00,70.00,91.00,0.24,0.19,0.43,0.14,0.34,0.35,0.13,0.48,0.27,0.40,Matches
,263.00,JP Galvão,br BRA,DF,Botafogo (RJ),21.00,"2,001.00",4.00,2.00,201.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,264.00,Ganso,br BRA,MF,Fluminense,33.00,"1,989.00",27.00,20.00,"1,734.00",19.30,3.00,7.00,10.00,3.00,0.00,0.00,5.00,0.00,2.30,2.30,3.50,5.80,17.00,143.00,75.00,0.16,0.36,0.52,0.16,0.52,0.12,0.18,0.30,0.12,0.30,Matches
,265.00,Maurício Garcez,br BRA,"MF,FW",Coritiba,25.00,"1,997.00",14.00,4.00,596.00,6.60,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.20,1.20,0.30,1.60,11.00,11.00,34.00,0.15,0.00,0.15,0.15,0.15,0.19,0.05,0.24,0.19,0.24,Matches
,266.00,García,br BRA,DF,Palmeiras,21.00,"2,002.00",5.00,3.00,293.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.10,0.10,5.00,7.00,11.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
,267.00,Bryan García,ec ECU,MF,Ath Paranaense,22.00,"2,001.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,268.00,Luan Garcia,br BRA,DF,Palmeiras,29.00,"1,993.00",23.00,21.00,"1,819.00",20.20,1.00,1.00,2.00,1.00,0.00,0.00,5.00,0.00,1.90,1.90,0.60,2.50,12.00,80.00,0.00,0.05,0.05,0.10,0.05,0.10,0.10,0.03,0.12,0.10,0.12,Matches
,269.00,Rafael Gava,br BRA,MF,Cuiabá,29.00,"1,993.00",1.00,0.00,18.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.36,0.00,0.36,Matches
,270.00,Pedro Geromel,br BRA,DF,Grêmio,37.00,"1,985.00",7.00,6.00,468.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
,271.00,Gerson,br BRA,MF,Flamengo,25.00,"1,997.00",32.00,31.00,"2,687.00",29.90,5.00,8.00,13.00,5.00,0.00,0.00,4.00,1.00,2.90,2.90,5.40,8.30,82.00,178.00,198.00,0.17,0.27,0.44,0.17,0.44,0.10,0.18,0.28,0.10,0.28,Matches
,272.00,Gil,br BRA,DF,Corinthians,35.00,"1,987.00",32.00,32.00,"2,880.00",32.00,2.00,2.00,4.00,2.00,0.00,0.00,10.00,0.00,2.20,2.20,1.40,3.60,4.00,44.00,5.00,0.06,0.06,0.12,0.06,0.12,0.07,0.04,0.11,0.07,0.11,Matches
,273.00,Gilberto,br BRA,FW,Cruzeiro,33.00,"1,989.00",20.00,14.00,"1,093.00",12.10,3.00,1.00,4.00,3.00,0.00,0.00,4.00,0.00,3.70,3.70,0.90,4.60,10.00,12.00,55.00,0.25,0.08,0.33,0.25,0.33,0.30,0.07,0.38,0.30,0.38,Matches
,274.00,Gilberto,br BRA,DF,Bahia,29.00,"1,993.00",21.00,21.00,"1,852.00",20.60,1.00,2.00,3.00,1.00,0.00,0.00,4.00,0.00,0.60,0.60,1.30,2.00,56.00,120.00,90.00,0.05,0.10,0.15,0.05,0.15,0.03,0.06,0.10,0.03,0.10,Matches
,275.00,Giovane,br BRA,FW,Corinthians,19.00,"2,003.00",5.00,1.00,133.00,1.50,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.90,0.90,0.00,0.90,1.00,1.00,7.00,0.68,0.00,0.68,0.68,0.68,0.58,0.00,0.58,0.58,0.58,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,276.00,Giovani,br BRA,FW,Palmeiras,19.00,"2,004.00",2.00,0.00,15.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,6.00,2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.48,0.48,0.48,Matches
,277.00,Giovanni,br BRA,"MF,DF",Fluminense,21.00,"2,002.00",5.00,1.00,96.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.30,0.40,3.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.09,0.33,0.41,0.09,0.41,Matches
,278.00,Bruno Gomes,br BRA,MF,Coritiba,21.00,"2,001.00",29.00,26.00,"2,194.00",24.40,3.00,1.00,4.00,3.00,0.00,0.00,4.00,1.00,2.30,2.30,2.10,4.40,53.00,115.00,61.00,0.12,0.04,0.16,0.12,0.16,0.09,0.09,0.18,0.09,0.18,Matches
,279.00,Igor Gomes,br BRA,"MF,FW",Atlético Mineiro,23.00,"1,999.00",29.00,17.00,"1,374.00",15.30,2.00,2.00,4.00,2.00,0.00,0.00,1.00,0.00,1.80,1.80,3.20,5.00,32.00,67.00,83.00,0.13,0.13,0.26,0.13,0.26,0.12,0.21,0.33,0.12,0.33,Matches
,280.00,Igor Gomes,br BRA,DF,Internacional,21.00,"2,001.00",24.00,14.00,"1,465.00",16.30,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.60,0.60,0.30,1.00,35.00,53.00,39.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
,281.00,Marlon Gomes,br BRA,MF,Vasco da Gama,19.00,"2,003.00",23.00,14.00,"1,144.00",12.70,0.00,1.00,1.00,0.00,0.00,0.00,4.00,0.00,,,,,,,,0.00,0.08,0.08,0.00,0.08,,,,,,Matches
,282.00,William Gomes,br BRA,FW,São Paulo,16.00,"2,006.00",3.00,0.00,76.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,3.00,2.00,7.00,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
,283.00,Gustavo Gómez,py PAR,DF,Palmeiras,29.00,"1,993.00",32.00,32.00,"2,760.00",30.70,2.00,3.00,5.00,2.00,0.00,0.00,10.00,2.00,2.20,2.20,2.80,4.90,13.00,86.00,19.00,0.07,0.10,0.16,0.07,0.16,0.07,0.09,0.16,0.07,0.16,Matches
,284.00,Sebastián Gómez,co COL,MF,Coritiba,26.00,"1,996.00",20.00,18.00,"1,427.00",15.90,2.00,1.00,3.00,2.00,0.00,0.00,3.00,0.00,0.80,0.80,0.50,1.40,17.00,42.00,33.00,0.13,0.06,0.19,0.13,0.19,0.05,0.03,0.09,0.05,0.09,Matches
,285.00,Aloísio dos Santos Gonçalves,cn CHN,"FW,MF",América (MG),34.00,"1,988.00",12.00,10.00,717.00,8.00,3.00,1.00,4.00,1.00,2.00,2.00,3.00,0.00,4.10,2.70,0.70,3.40,6.00,9.00,49.00,0.38,0.13,0.50,0.13,0.25,0.52,0.09,0.61,0.34,0.43,Matches
,286.00,Diego Gonçalves,br BRA,"FW,MF",Goiás,28.00,"1,994.00",10.00,4.00,356.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.50,0.40,0.90,6.00,11.00,26.00,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23,Matches
,287.00,Mateus Gonçalves Martins,br BRA,"MF,FW",América (MG),28.00,"1,994.00",3.00,0.00,65.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,288.00,Matheus Gonçalves,br BRA,"FW,MF",Flamengo,17.00,"2,005.00",2.00,0.00,16.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,1.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,0.29,0.36,0.65,0.29,0.65,Matches
,289.00,Matheus Gonçalves,br BRA,"FW,MF",Bragantino,17.00,"2,005.00",12.00,4.00,462.00,5.10,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.90,0.90,0.90,1.80,33.00,22.00,36.00,0.00,0.19,0.19,0.00,0.19,0.18,0.17,0.36,0.18,0.36,Matches
,290.00,Yony González,co COL,"FW,MF",Fluminense,28.00,"1,994.00",18.00,6.00,575.00,6.40,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,2.10,2.10,0.70,2.80,3.00,4.00,47.00,0.16,0.16,0.31,0.16,0.31,0.32,0.11,0.43,0.32,0.43,Matches
,291.00,Roger Guedes,br BRA,"FW,MF",Corinthians,26.00,"1,996.00",15.00,15.00,"1,349.00",15.00,7.00,1.00,8.00,5.00,2.00,2.00,3.00,0.00,6.60,5.10,0.80,5.80,38.00,50.00,100.00,0.47,0.07,0.53,0.33,0.40,0.44,0.05,0.49,0.34,0.39,Matches
,292.00,Guga,br BRA,DF,Fluminense,24.00,"1,998.00",22.00,16.00,"1,508.00",16.80,1.00,3.00,4.00,1.00,0.00,0.00,4.00,0.00,0.80,0.80,2.10,2.90,31.00,73.00,93.00,0.06,0.18,0.24,0.06,0.24,0.05,0.13,0.17,0.05,0.17,Matches
,293.00,Guilherme,br BRA,MF,Goiás,31.00,"1,991.00",30.00,25.00,"1,851.00",20.60,6.00,6.00,12.00,2.00,4.00,4.00,7.00,1.00,5.60,2.40,3.20,5.60,21.00,103.00,87.00,0.29,0.29,0.58,0.10,0.39,0.27,0.15,0.42,0.12,0.27,Matches
,294.00,Guilherme,br BRA,"FW,MF",Fortaleza,27.00,"1,995.00",30.00,16.00,"1,414.00",15.70,3.00,3.00,6.00,3.00,0.00,0.00,3.00,0.00,4.40,4.40,2.90,7.20,60.00,29.00,104.00,0.19,0.19,0.38,0.19,0.38,0.28,0.18,0.46,0.28,0.46,Matches
,295.00,Guilherme,br BRA,"DF,MF",Bragantino,20.00,"2,002.00",9.00,1.00,263.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,4.00,11.00,9.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
,296.00,Luis Guilherme,br BRA,"FW,MF",Palmeiras,16.00,"2,006.00",19.00,4.00,576.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,1.20,1.90,35.00,28.00,54.00,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31,Matches
,297.00,Gustavinho,br BRA,"FW,MF",Grêmio,21.00,"2,001.00",2.00,0.00,33.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.10,0.50,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.06,0.27,1.33,1.06,1.33,Matches
,298.00,Gustavinho,br BRA,"MF,FW",Bragantino,18.00,"2,004.00",19.00,4.00,666.00,7.40,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.60,0.60,0.40,0.90,15.00,37.00,26.00,0.14,0.00,0.14,0.14,0.14,0.08,0.05,0.13,0.08,0.13,Matches
,299.00,Raphael Guzzo,pt POR,MF,Goiás,28.00,"1,995.00",14.00,5.00,577.00,6.40,1.00,0.00,1.00,1.00,0.00,0.00,4.00,1.00,1.00,1.00,0.60,1.60,13.00,47.00,15.00,0.16,0.00,0.16,0.16,0.16,0.16,0.09,0.25,0.16,0.25,Matches
,300.00,Lucas Halter,br BRA,DF,Goiás,22.00,"2,000.00",30.00,30.00,"2,582.00",28.70,3.00,0.00,3.00,3.00,0.00,0.00,8.00,2.00,0.90,0.90,0.20,1.10,20.00,107.00,1.00,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.04,0.03,0.04,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,301.00,Hayner,br BRA,"DF,MF",Coritiba,27.00,"1,995.00",8.00,3.00,304.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.30,0.30,14.00,14.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
,302.00,Thiago Heleno,br BRA,DF,Ath Paranaense,34.00,"1,988.00",32.00,31.00,"2,779.00",30.90,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.80,0.80,0.40,1.20,2.00,87.00,2.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
,303.00,Helinho,br BRA,FW,Bragantino,22.00,"2,000.00",24.00,20.00,"1,384.00",15.40,3.00,2.00,5.00,3.00,0.00,0.00,8.00,0.00,3.20,3.20,3.90,7.10,54.00,73.00,168.00,0.20,0.13,0.33,0.20,0.33,0.21,0.25,0.46,0.21,0.46,Matches
,304.00,Henrique,br BRA,DF,Coritiba,36.00,"1,986.00",24.00,23.00,"2,024.00",22.50,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.50,0.50,0.00,0.50,3.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
,305.00,Bruno Henrique,br BRA,"FW,MF",Flamengo,32.00,"1,990.00",29.00,14.00,"1,543.00",17.10,2.00,1.00,3.00,2.00,0.00,0.00,7.00,1.00,3.80,3.80,1.90,5.70,64.00,39.00,198.00,0.12,0.06,0.17,0.12,0.17,0.22,0.11,0.33,0.22,0.33,Matches
,306.00,Bruno Henrique,br BRA,MF,Internacional,33.00,"1,989.00",20.00,10.00,"1,050.00",11.70,2.00,0.00,2.00,2.00,0.00,0.00,3.00,0.00,1.20,1.20,1.80,3.10,18.00,78.00,28.00,0.17,0.00,0.17,0.17,0.17,0.10,0.16,0.26,0.10,0.26,Matches
,307.00,Dalbert Henrique,br BRA,DF,Internacional,29.00,"1,993.00",9.00,7.00,497.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,5.00,21.00,21.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
,308.00,Fernando Henrique,br BRA,MF,Cruzeiro,21.00,"2,001.00",7.00,0.00,131.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.66,0.66,0.66,Matches
,309.00,Luis Henrique,br BRA,"FW,MF",Botafogo (RJ),21.00,"2,001.00",34.00,13.00,"1,381.00",15.30,4.00,2.00,6.00,4.00,0.00,0.00,0.00,0.00,3.30,3.30,1.60,4.90,59.00,63.00,146.00,0.26,0.13,0.39,0.26,0.39,0.22,0.10,0.32,0.22,0.32,Matches
,310.00,Mateus Henrique,br BRA,DF,América (MG),20.00,"2,002.00",12.00,7.00,536.00,6.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.20,0.20,0.60,0.80,7.00,18.00,23.00,0.00,0.17,0.17,0.00,0.17,0.03,0.09,0.13,0.03,0.13,Matches
,311.00,Paulo Henrique,br BRA,DF,Vasco da Gama,26.00,"1,996.00",14.00,10.00,852.00,9.50,1.00,1.00,2.00,1.00,0.00,0.00,3.00,0.00,0.30,0.30,0.90,1.20,22.00,30.00,39.00,0.11,0.11,0.21,0.11,0.21,0.03,0.10,0.13,0.03,0.13,Matches
,312.00,Pedro Henrique,br BRA,DF,Ath Paranaense,27.00,"1,995.00",11.00,10.00,855.00,9.50,1.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,0.60,0.60,0.10,0.70,8.00,35.00,2.00,0.11,0.00,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07,Matches
,313.00,Pedro Henrique,br BRA,"FW,MF",Internacional,32.00,"1,990.00",26.00,14.00,"1,271.00",14.10,3.00,2.00,5.00,2.00,1.00,1.00,4.00,0.00,4.40,3.60,1.00,4.60,43.00,24.00,122.00,0.21,0.14,0.35,0.14,0.28,0.31,0.07,0.39,0.26,0.33,Matches
,314.00,Breno Herculano,br BRA,"FW,MF",Goiás,23.00,"1,999.00",3.00,0.00,79.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.30,0.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.28,0.02,0.30,0.28,0.30,Matches
,315.00,Hércules,br BRA,MF,Fortaleza,22.00,"2,000.00",13.00,9.00,771.00,8.60,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.20,1.20,0.10,1.30,12.00,32.00,14.00,0.12,0.00,0.12,0.12,0.12,0.14,0.01,0.15,0.14,0.15,Matches
,316.00,Diego Hernández,uy URU,FW,Botafogo (RJ),22.00,"2,000.00",2.00,0.00,41.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.20,0.00,0.20,1.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
,317.00,Nicolás Hernández,co COL,DF,Internacional,25.00,"1,998.00",23.00,12.00,"1,295.00",14.40,0.00,2.00,2.00,0.00,0.00,0.00,6.00,0.00,0.20,0.20,1.00,1.20,26.00,65.00,2.00,0.00,0.14,0.14,0.00,0.14,0.01,0.07,0.08,0.01,0.08,Matches
,318.00,Lucca Holanda,br BRA,FW,Internacional,19.00,"2,003.00",19.00,4.00,550.00,6.10,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,0.60,0.60,0.10,0.70,10.00,3.00,49.00,0.00,0.16,0.16,0.00,0.16,0.09,0.02,0.11,0.09,0.11,Matches
,319.00,Hugo,br BRA,DF,Goiás,25.00,"1,997.00",19.00,16.00,"1,418.00",15.80,1.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,0.40,0.40,1.70,2.10,22.00,61.00,68.00,0.06,0.06,0.13,0.06,0.13,0.02,0.11,0.13,0.02,0.13,Matches
,320.00,Hugo,br BRA,DF,Botafogo (RJ),21.00,"2,001.00",22.00,13.00,"1,395.00",15.50,0.00,2.00,2.00,0.00,0.00,0.00,3.00,0.00,0.20,0.20,1.60,1.80,36.00,69.00,75.00,0.00,0.13,0.13,0.00,0.13,0.01,0.10,0.12,0.01,0.12,Matches
,321.00,Victor Hugo,br BRA,"MF,FW",Flamengo,18.00,"2,004.00",30.00,12.00,"1,274.00",14.20,1.00,2.00,3.00,1.00,0.00,0.00,2.00,0.00,1.10,1.10,1.70,2.80,31.00,78.00,55.00,0.07,0.14,0.21,0.07,0.21,0.08,0.12,0.20,0.08,0.20,Matches
,322.00,Vitor Hugo,br BRA,DF,Bahia,31.00,"1,991.00",27.00,27.00,"2,129.00",23.70,1.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00,0.70,0.70,0.50,1.20,22.00,85.00,3.00,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches
